systemId,from,to,tpdKernelPatch,tpdKernelPatchPrevious,vvCountHistVlun,vvCountHistVlunPrevious,totalWriteIOsHistVlun,totalWriteIOsHistPortTargets,delAcks,delAcksPct,writesGt16s,writesGt32msPct,writesGt64msPct,writesGt128msPct,writesGt256msPct,writesGt512msPct,writesGt1024msPct,writesGt2048msPct,writesGt4096msPct,writes0_062msPct,writes0_125msPct,writes0_25msPct,writes0_5msPct,writes1msPct,writes2msPct,writes4msPct,writes8msPct,writes16msPct,writes32msPct,writes64msPct,writes128msPct,writes256msPct,writes512msPct,writes1024msPct,writes2048msPct,writes4096msPct,writes8192msPct,writes16384msPct,writes32768msPct,writes65536msPct,readsGt32msPct,readsGt64msPct,readsGt128msPct,readsGt256msPct,readsGt512msPct,readsGt1024msPct,readsGt2048msPct,readsGt4096msPct,reads0_062msPct,reads0_125msPct,reads0_25msPct,reads0_5msPct,reads1msPct,reads2msPct,reads4msPct,reads8msPct,reads16msPct,reads32msPct,reads64msPct,reads128msPct,reads256msPct,reads512msPct,reads1024msPct,reads2048msPct,reads4096msPct,reads8192msPct,reads16384msPct,reads32768msPct,reads65536msPct,totalsGt32msPct,totalsGt64msPct,totalsGt128msPct,totalsGt256msPct,totalsGt512msPct,totalsGt1024msPct,totalsGt2048msPct,totalsGt4096msPct,totals0_062msPct,totals0_125msPct,totals0_25msPct,totals0_5msPct,totals1msPct,totals2msPct,totals4msPct,totals8msPct,totals16msPct,totals32msPct,totals64msPct,totals128msPct,totals256msPct,totals512msPct,totals1024msPct,totals2048msPct,totals4096msPct,totals8192msPct,totals16384msPct,totals32768msPct,totals65536msPct,portReadBandwidthMBPS,portWriteBandwidthMBPS,portTotalBandwidthMBPS,cpuLatestSysAvgPct,cpuLatestUserAvgPct,cpuLatestTotalAvgPct,cpuLatestSysMaxPct,cpuLatestUserMaxPct,cpuLatestTotalMaxPct,portReadAvgIOSizeKB,portWriteAvgIOSizeKB,portTotalAvgIOSizeKB,ddsSizeUsedTiB,nodeUpSinceMostRecent,nodeCountOffline,nodeCountMissing,ddsSizeUsedTiBPrevious
"4149","2016-06-09 16:11:01","2016-06-09 20:55:48","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","328068.0","328044.0","0","0","0","0","0","0","0","0","0","0","0","5.9","69.5","21.4","2.0","0.30","0.38","0.55","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","14.8","32.1","48.5","3.8","0.74","0.08","0.02","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","14.8","32.2","48.4","3.8","0.74","0.08","0.02","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","137.2129975205017","0.11929829009261426","142.0305862109741","0","0","0","0","0","0","37.69879741215979","11.471561394844027","38.179585546628765","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-09 20:55:48","2016-06-10 01:40:43","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","805588.0","805584.0","0","0","0","0","0","0","0","0","0","0","0","10.3","61.2","24.8","1.8","0.38","0.67","0.79","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","20.5","22.5","51.3","4.8","0.81","0.09","0.03","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","20.4","22.7","51.1","4.8","0.81","0.09","0.03","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","55.84594767121691","0.43479814090377306","58.19041775252952","0","0","0","0","0","0","14.695721254750804","17.031710804966398","14.926328071654549","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-10 01:40:43","2016-06-10 06:25:27","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","2604186.0","2602618.0","0","0","0","0","0","0","0","0","0","0","0","12.9","58.7","23.8","1.7","0.65","1.1","1.2","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","18.2","20.4","53.6","6.0","1.6","0.21","0.04","0.003","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","18.1","21.1","53.0","5.9","1.6","0.23","0.06","0.004","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","67.29306822915903","1.3100268411781493","70.89903360383344","3","0","3","3","0","3","16.129707873031364","15.898187553924554","16.36029590278624","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-10 06:25:27","2016-06-10 11:10:09","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","1942124.0","1941536.0","0","0","0","0","0","0","0","0","0","0","0","11.4","59.1","25.3","1.8","0.56","0.91","0.96","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","20.5","23.0","51.7","4.0","0.67","0.09","0.03","0.003","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","20.4","23.5","51.3","4.0","0.67","0.10","0.05","0.003","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","60.682598365718476","1.0116531793335088","63.76576710893822","0","0","0","0","0","0","14.348447474923008","16.396307879722436","14.58668841353104","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-10 11:10:09","2016-06-10 15:54:52","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","1437154.0","1438676.0","0","0","0","0","0","0","0","0","0","0","0","9.3","52.4","33.6","2.2","0.54","0.93","0.98","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","20.1","25.2","50.4","3.7","0.45","0.06","0.02","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","20.0","25.6","50.2","3.7","0.45","0.07","0.04","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","70.2602172309917","1.1392356116094948","73.79812969445136","0","0","0","0","0","0","18.08515959216108","24.968754147674595","18.42752162531355","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-10 15:54:52","2016-06-10 15:54:52","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","0","","","","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-10 15:54:52","2016-06-10 20:39:40","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","632960.0","633586.0","0","0","0","0","0","0","0","0","0","0","0","9.1","62.9","24.2","1.6","0.43","0.71","0.86","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","12.8","29.5","53.2","3.8","0.55","0.06","0.02","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","12.8","29.7","53.0","3.8","0.55","0.07","0.03","0.002","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","152.77840590630578","0.25085742050342347","158.25975013761484","0","0","0","0","0","0","35.82575882572505","12.487426308363872","36.244736852054764","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-10 20:39:40","2016-06-11 01:24:28","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","1903328.0","1895572.0","0","0","0","0","0","0","0","0","0","0","0","11.0","59.3","24.9","1.8","0.66","1.1","1.2","0.02","0","0.000","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","18.9","23.2","52.0","5.3","0.61","0.08","0.03","0.003","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","18.8","23.6","51.6","5.2","0.61","0.10","0.04","0.003","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","66.17084243888712","0.9274505386638284","69.35831607032804","0","0","0","0","0","0","15.268478758475153","15.436000841073959","15.49375194355671","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-11 01:24:28","2016-06-11 06:09:17","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","1167762.0","1175206.0","0","0","0","0","0","0","0","0","0","0","0","10.4","58.4","27.5","1.7","0.44","0.73","0.85","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","19.2","21.9","53.5","4.7","0.55","0.07","0.02","0.001","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","19.1","22.2","53.3","4.7","0.55","0.08","0.03","0.001","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","58.24066112349775","0.6873345495457605","60.91801692437844","0","0","0","0","0","0","14.400847549006658","18.443433905479367","14.647668792042143","","2015-11-27 06:28:08","0","0",""
"4149","2016-06-11 06:09:17","2016-06-11 10:53:58","3.2.1.320 (P18)","3.2.1.320 (P18)","12","12","1535600.0","1533288.0","0","0","0","0","0","0","0","0","0","0","0","11.2","59.7","25.5","1.5","0.40","0.81","0.93","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","18.1","20.2","56.2","4.8","0.55","0.07","0.03","0.001","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","0.000","0","0","0","0","0","0","0","18.1","20.7","55.8","4.7","0.55","0.08","0.04","0.001","0.000","0.000","0.000","0","0","0","0","0","0","0","0","0","0","53.70704719253575","0.7892150566601779","56.33035248297634","0","0","0","0","0","0","14.3784396800692","16.228918662802226","14.611751514747112","","2015-11-27 06:28:08","0","0",""
